week,date,trap_count,location
75.9389,22/09/1985,22.0428,Gainsville_FL
77.0709,30/09/1985,51.4216,Gainsville_FL
78.4486,10/10/1985,17.4096,Gainsville_FL
80.2562,22/10/1985,22.464,Gainsville_FL
81.0021,28/10/1985,37.1709,Gainsville_FL
82.7747,9/11/1985,22.7097,Gainsville_FL
83.9154,17/11/1985,56.9674,Gainsville_FL
86.153,3/12/1985,101.088,Gainsville_FL
87.4605,12/12/1985,28.0449,Gainsville_FL
88.1625,17/12/1985,18.3573,Gainsville_FL
0.719424,14/04/1984,15,Homestead_FL
1.79856,21/04/1984,10,Homestead_FL
2.51799,26/04/1984,15,Homestead_FL
4.31655,9/05/1984,15,Homestead_FL
5.39568,16/05/1984,15,Homestead_FL
11.8705,1/07/1984,20,Homestead_FL
17.9856,12/08/1984,10,Homestead_FL
21.5827,7/09/1984,5,Homestead_FL
23.3813,19/09/1984,5,Homestead_FL
25.1799,2/10/1984,25,Homestead_FL
26.6187,12/10/1984,15,Homestead_FL
30.5755,9/11/1984,10,Homestead_FL
32.7338,24/11/1984,10,Homestead_FL
33.4532,29/11/1984,20,Homestead_FL
34.1727,4/12/1984,35,Homestead_FL
35.6115,14/12/1984,20,Homestead_FL
36.3309,19/12/1984,40,Homestead_FL
37.4101,26/12/1984,55,Homestead_FL
38.4892,3/01/1985,105,Homestead_FL
39.5683,10/01/1985,35,Homestead_FL
40.6475,18/01/1985,15,Homestead_FL
41.3669,23/01/1985,10,Homestead_FL
43.5252,7/02/1985,15,Homestead_FL
45.3237,20/02/1985,65,Homestead_FL
46.4029,27/02/1985,35,Homestead_FL
47.482,7/03/1985,155,Homestead_FL
48.5612,14/03/1985,60,Homestead_FL
49.6403,22/03/1985,75,Homestead_FL
50.7194,30/03/1985,50,Homestead_FL
51.4388,4/04/1985,25,Homestead_FL
52.518,11/04/1985,50,Homestead_FL
53.5971,19/04/1985,30,Homestead_FL
54.3165,24/04/1985,30,Homestead_FL
55.7554,4/05/1985,35,Homestead_FL
57.1942,14/05/1985,30,Homestead_FL
58.6331,24/05/1985,20,Homestead_FL
59.7122,31/05/1985,10,Homestead_FL
61.8705,16/06/1985,5,Homestead_FL
64.0288,1/07/1985,15,Homestead_FL
65.4676,11/07/1985,5,Homestead_FL
75.1799,17/09/1985,10,Homestead_FL
76.6187,27/09/1985,10,Homestead_FL
83.4532,14/11/1985,15,Homestead_FL
87.4101,11/12/1985,5,Homestead_FL
88.1295,16/12/1985,15,Homestead_FL
91.0072,6/01/1986,10,Homestead_FL
9.93359,17/06/1984,123.077,Puerto_Rico
10.9758,24/06/1984,102.564,Puerto_Rico
11.6953,29/06/1984,102.564,Puerto_Rico
13.0972,9/07/1984,82.0513,Puerto_Rico
13.8812,15/07/1984,117.949,Puerto_Rico
15.4492,26/07/1984,189.744,Puerto_Rico
16.307,1/08/1984,66.6667,Puerto_Rico
17.3215,8/08/1984,30.7692,Puerto_Rico
18.2162,14/08/1984,128.205,Puerto_Rico
18.8618,19/08/1984,87.1795,Puerto_Rico
19.941,26/08/1984,87.1795,Puerto_Rico
21.4536,6/09/1984,128.205,Puerto_Rico
22.3391,12/09/1984,20.5128,Puerto_Rico
23.0585,17/09/1984,20.5128,Puerto_Rico
24.1468,25/09/1984,25.641,Puerto_Rico
25.2075,2/10/1984,15.3846,Puerto_Rico
26.3143,10/10/1984,30.7692,Puerto_Rico
27.3842,17/10/1984,25.641,Puerto_Rico
28.4818,25/10/1984,35.8974,Puerto_Rico
29.2289,30/10/1984,51.2821,Puerto_Rico
30.6401,9/11/1984,35.8974,Puerto_Rico
31.6916,16/11/1984,20.5128,Puerto_Rico
33.4901,29/11/1984,20.5128,Puerto_Rico
34.5969,7/12/1984,35.8974,Puerto_Rico
35.6484,14/12/1984,20.5128,Puerto_Rico
36.3771,19/12/1984,25.641,Puerto_Rico
37.8067,29/12/1984,20.5128,Puerto_Rico
38.563,3/01/1985,41.0256,Puerto_Rico
39.6514,11/01/1985,46.1538,Puerto_Rico
40.3431,16/01/1985,30.7692,Puerto_Rico
41.4499,24/01/1985,46.1538,Puerto_Rico
42.4922,31/01/1985,25.641,Puerto_Rico
43.5805,8/02/1985,30.7692,Puerto_Rico
44.6689,15/02/1985,35.8974,Puerto_Rico
46.8272,2/03/1985,35.8974,Puerto_Rico
47.8878,10/03/1985,25.641,Puerto_Rico
49.6772,22/03/1985,20.5128,Puerto_Rico
50.7655,30/03/1985,25.641,Puerto_Rico
51.4942,4/04/1985,30.7692,Puerto_Rico
52.5641,11/04/1985,25.641,Puerto_Rico
52.9146,14/04/1985,20.5128,Puerto_Rico
54.3903,24/04/1985,41.0256,Puerto_Rico
55.0913,29/04/1985,30.7692,Puerto_Rico
56.1797,7/05/1985,35.8974,Puerto_Rico
57.2773,14/05/1985,46.1538,Puerto_Rico
58.3287,22/05/1985,30.7692,Puerto_Rico
59.4079,29/05/1985,30.7692,Puerto_Rico
60.487,6/06/1985,30.7692,Puerto_Rico
61.2064,11/06/1985,30.7692,Puerto_Rico
62.6545,21/06/1985,35.8974,Puerto_Rico
64.0933,1/07/1985,35.8974,Puerto_Rico
64.8035,6/07/1985,30.7692,Puerto_Rico
65.9103,14/07/1985,46.1538,Puerto_Rico
66.6205,19/07/1985,41.0256,Puerto_Rico
68.0778,29/07/1985,51.2821,Puerto_Rico
69.157,6/08/1985,51.2821,Puerto_Rico
70.2177,13/08/1985,41.0256,Puerto_Rico
70.9371,18/08/1985,41.0256,Puerto_Rico
72.3667,28/08/1985,35.8974,Puerto_Rico
73.0677,2/09/1985,25.641,Puerto_Rico
0.522439,12/04/1984,90.4762,Virgin_Islands
1.47311,19/04/1984,19.0476,Virgin_Islands
2.94621,29/04/1984,38.0952,Virgin_Islands
4.04248,7/05/1984,47.619,Virgin_Islands
5.09592,14/05/1984,33.3333,Virgin_Islands
6.1408,21/05/1984,14.2857,Virgin_Islands
6.88592,27/05/1984,28.5714,Virgin_Islands
7.98219,3/06/1984,38.0952,Virgin_Islands
8.67592,8/06/1984,23.8095,Virgin_Islands
9.83213,16/06/1984,66.6667,Virgin_Islands
11.0654,25/06/1984,152.381,Virgin_Islands
12.1189,2/07/1984,138.095,Virgin_Islands
13.0867,9/07/1984,76.1905,Virgin_Islands
14.063,16/07/1984,19.0476,Virgin_Islands
15.2449,24/07/1984,76.1905,Virgin_Islands
16.2127,31/07/1984,214.286,Virgin_Islands
16.9664,5/08/1984,33.3333,Virgin_Islands
18.4395,16/08/1984,252.381,Virgin_Islands
19.3303,22/08/1984,147.619,Virgin_Islands
19.8527,25/08/1984,38.0952,Virgin_Islands
21.2915,5/09/1984,38.0952,Virgin_Islands
22.3364,12/09/1984,19.0476,Virgin_Islands
23.0901,17/09/1984,38.0952,Virgin_Islands
24.5118,27/09/1984,28.5714,Virgin_Islands
25.2141,2/10/1984,19.0476,Virgin_Islands
26.3018,10/10/1984,23.8095,Virgin_Islands
27.4152,17/10/1984,42.8571,Virgin_Islands
30.2501,6/11/1984,19.0476,Virgin_Islands
31.2778,13/11/1984,190.476,Virgin_Islands
32.5968,23/11/1984,123.81,Virgin_Islands
33.1192,26/11/1984,14.2857,Virgin_Islands
34.2326,4/12/1984,33.3333,Virgin_Islands
35.3289,12/12/1984,42.8571,Virgin_Islands
36.6992,21/12/1984,204.762,Virgin_Islands
37.727,29/12/1984,176.19,Virgin_Islands
39.0031,7/01/1985,85.7143,Virgin_Islands
39.7225,12/01/1985,85.7143,Virgin_Islands
40.6817,18/01/1985,19.0476,Virgin_Islands
41.7694,26/01/1985,23.8095,Virgin_Islands
44.2617,12/02/1985,9.52381,Virgin_Islands
45.4008,20/02/1985,42.8571,Virgin_Islands
46.4371,28/02/1985,19.0476,Virgin_Islands
47.5077,7/03/1985,14.2857,Virgin_Islands
48.9466,17/03/1985,14.2857,Virgin_Islands
50.3683,27/03/1985,4.7619,Virgin_Islands
54.3594,24/04/1985,23.8095,Virgin_Islands
57.631,17/05/1985,42.8571,Virgin_Islands
59.3696,29/05/1985,9.52381,Virgin_Islands
62.2473,18/06/1985,9.52381,Virgin_Islands
74.1864,10/09/1985,47.619,Virgin_Islands
75.9421,22/09/1985,23.8095,Virgin_Islands
77.2953,2/10/1985,176.19,Virgin_Islands
78.4687,10/10/1985,28.5714,Virgin_Islands
79.5478,17/10/1985,28.5714,Virgin_Islands
80.1644,22/10/1985,171.429,Virgin_Islands
81.1922,29/10/1985,142.857,Virgin_Islands
81.8602,3/11/1985,114.286,Virgin_Islands
83.2734,12/11/1985,100,Virgin_Islands
84.1812,19/11/1985,204.762,Virgin_Islands
85.7657,30/11/1985,285.714,Virgin_Islands
86.4166,4/12/1985,47.619,Virgin_Islands
87.4443,12/12/1985,19.0476,Virgin_Islands
88.8661,22/12/1985,9.52381,Virgin_Islands
93.1826,21/01/1986,9.52381,Virgin_Islands
95.0839,3/02/1986,66.6667,Virgin_Islands
96.1288,10/02/1986,47.619,Virgin_Islands
97.5077,20/02/1986,14.2857,Virgin_Islands
6.53388,24/05/1984,65.6716,Guadeloupe
7.96736,3/06/1984,59.7015,Guadeloupe
9.23977,12/06/1984,274.627,Guadeloupe
10.1847,19/06/1984,125.373,Guadeloupe
10.8182,23/06/1984,29.8507,Guadeloupe
11.8973,1/07/1984,29.8507,Guadeloupe
13.1107,9/07/1984,179.104,Guadeloupe
14.0878,16/07/1984,65.6716,Guadeloupe
15.1884,24/07/1984,89.5522,Guadeloupe
15.8381,28/07/1984,11.9403,Guadeloupe
16.9226,5/08/1984,17.9104,Guadeloupe
18.1252,13/08/1984,155.224,Guadeloupe
19.1453,21/08/1984,89.5522,Guadeloupe
20.1546,28/08/1984,11.9403,Guadeloupe
20.9009,2/09/1984,41.791,Guadeloupe
22.3236,12/09/1984,23.8806,Guadeloupe
23.4618,20/09/1984,89.5522,Guadeloupe
24.1168,24/09/1984,17.9104,Guadeloupe
26.2858,10/10/1984,29.8507,Guadeloupe
27.8106,20/10/1984,125.373,Guadeloupe
28.7287,27/10/1984,346.269,Guadeloupe
29.5716,2/11/1984,83.5821,Guadeloupe
30.6507,9/11/1984,83.5821,Guadeloupe
31.7191,17/11/1984,71.6418,Guadeloupe
32.766,24/11/1984,435.821,Guadeloupe
33.6089,30/11/1984,173.134,Guadeloupe
34.6344,7/12/1984,113.433,Guadeloupe
35.284,11/12/1984,35.8209,Guadeloupe
36.4437,20/12/1984,125.373,Guadeloupe
37.6248,28/12/1984,238.806,Guadeloupe
38.5536,3/01/1985,71.6418,Guadeloupe
40.2985,16/01/1985,11.9403,Guadeloupe
41.3884,23/01/1985,23.8806,Guadeloupe
42.4621,31/01/1985,17.9104,Guadeloupe
43.2192,5/02/1985,59.7015,Guadeloupe
44.2661,12/02/1985,23.8806,Guadeloupe
45.3398,20/02/1985,17.9104,Guadeloupe
49.3289,20/03/1985,53.7313,Guadeloupe
50.3919,27/03/1985,35.8209,Guadeloupe
51.5731,5/04/1985,149.254,Guadeloupe
52.1744,9/04/1985,17.9104,Guadeloupe
52.8938,14/04/1985,17.9104,Guadeloupe
53.9944,21/04/1985,41.791,Guadeloupe
55.4494,2/05/1985,59.7015,Guadeloupe
56.1366,6/05/1985,23.8806,Guadeloupe
56.8667,12/05/1985,35.8209,Guadeloupe
58.2949,22/05/1985,23.8806,Guadeloupe
59.025,27/05/1985,35.8209,Guadeloupe
60.0988,3/06/1985,29.8507,Guadeloupe
61.1779,11/06/1985,29.8507,Guadeloupe
61.892,16/06/1985,23.8806,Guadeloupe
63.0087,24/06/1985,65.6716,Guadeloupe
64.0771,1/07/1985,53.7313,Guadeloupe
66.9226,21/07/1985,17.9104,Guadeloupe
68.0017,29/07/1985,17.9104,Guadeloupe
69.8056,10/08/1985,23.8806,Guadeloupe
70.8955,18/08/1985,35.8209,Guadeloupe
73.1719,3/09/1985,167.164,Guadeloupe
74.1866,10/09/1985,95.5224,Guadeloupe
74.8631,15/09/1985,47.7612,Guadeloupe
75.9315,22/09/1985,35.8209,Guadeloupe
77.0804,30/09/1985,113.433,Guadeloupe
78.0951,7/10/1985,41.791,Guadeloupe
78.8092,12/10/1985,35.8209,Guadeloupe
79.8776,20/10/1985,23.8806,Guadeloupe
81.703,1/11/1985,53.7313,Guadeloupe
82.8895,10/11/1985,173.134,Guadeloupe
83.8452,16/11/1985,35.8209,Guadeloupe
90.7978,4/01/1986,167.164,Guadeloupe
92.242,14/01/1986,173.134,Guadeloupe
93.1816,21/01/1986,17.9104,Guadeloupe
95.7157,8/02/1986,35.8209,Guadeloupe
96.7948,15/02/1986,35.8209,Guadeloupe
97.8578,23/02/1986,17.9104,Guadeloupe
101.09,17/03/1986,11.9403,Guadeloupe
102.169,25/03/1986,11.9403,Guadeloupe
5.9927,20/05/1984,45.3718,French_Guiana
6.78933,26/05/1984,16.7549,French_Guiana
7.86863,3/06/1984,16.6932,French_Guiana
10.0118,18/06/1984,22.285,French_Guiana
10.7622,23/06/1984,10.8136,French_Guiana
11.8415,30/06/1984,10.7519,French_Guiana
12.5456,5/07/1984,16.426,French_Guiana
13.2806,10/07/1984,10.6697,French_Guiana
15.064,23/07/1984,16.2821,French_Guiana
16.0816,30/07/1984,39.0811,French_Guiana
16.8782,5/08/1984,10.4641,French_Guiana
17.495,9/08/1984,181.857,French_Guiana
18.2042,14/08/1984,318.96,French_Guiana
19.9311,26/08/1984,78.8611,French_Guiana
21.1029,3/09/1984,44.5084,French_Guiana
22.1822,11/09/1984,44.4467,French_Guiana
23.2461,18/09/1984,50.1002,French_Guiana
25.1375,1/10/1984,15.7064,French_Guiana
27.3115,17/10/1984,9.86791,French_Guiana
30.1742,6/11/1984,15.4186,French_Guiana
40.6229,18/01/1985,9.10726,French_Guiana
42.062,28/01/1985,9.02503,French_Guiana
44.3028,13/02/1985,111.754,French_Guiana
45.2074,19/02/1985,43.131,French_Guiana
46.0194,25/02/1985,8.79889,French_Guiana
47.4277,6/03/1985,20.147,French_Guiana
48.0444,11/03/1985,191.54,French_Guiana
48.9952,17/03/1985,105.772,French_Guiana
50.3058,27/03/1985,19.9825,French_Guiana
51.2463,2/04/1985,71.3574,French_Guiana
52.4336,11/04/1985,31.2895,French_Guiana
53.5591,18/04/1985,14.0823,French_Guiana
55.2963,1/05/1985,36.8402,French_Guiana
56.2368,7/05/1985,88.215,French_Guiana
57.0951,13/05/1985,36.7374,French_Guiana
58.1744,21/05/1985,36.6757,French_Guiana
59.9579,2/06/1985,42.2881,French_Guiana
61.4586,13/06/1985,19.3452,French_Guiana
63.9924,30/06/1985,13.4861,French_Guiana
67.9036,28/07/1985,30.4055,French_Guiana
69.0343,5/08/1985,144.627,French_Guiana
70.093,12/08/1985,18.8518,French_Guiana
70.7971,17/08/1985,24.5259,French_Guiana
71.6297,23/08/1985,115.907,French_Guiana
72.6936,30/08/1985,121.56,French_Guiana
74.0659,9/09/1985,12.9105,French_Guiana
74.4257,11/09/1985,12.89,French_Guiana
75.433,19/09/1985,172.832,French_Guiana
77.0931,30/09/1985,224.166,French_Guiana
77.7612,5/10/1985,109.842,French_Guiana
78.9639,13/10/1985,64.0592,French_Guiana
80.1665,22/10/1985,18.2762,French_Guiana
80.8244,26/10/1985,41.0957,French_Guiana
81.8728,3/11/1985,52.4644,French_Guiana
83.0292,11/11/1985,23.8269,French_Guiana
83.3428,13/11/1985,40.9518,French_Guiana
84.4529,21/11/1985,29.4598,French_Guiana
85.5476,28/11/1985,23.683,French_Guiana
86.6578,6/12/1985,12.191,French_Guiana
89.5051,26/12/1985,23.4569,French_Guiana
90.5844,3/01/1986,23.3952,French_Guiana
97.7951,22/02/1986,17.2688,French_Guiana
98.5301,27/02/1986,11.5126,French_Guiana
102.097,24/03/1986,22.7373,French_Guiana
103.176,1/04/1986,22.6756,French_Guiana
